operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5840512,-58.4757726",78000,USD,1182667.2,78000,33,30,2363.636364,2600,,1,,http://villa-urquiza.properati.com.ar/zf22_venta_departamentos_villa-urquiza_balcon_suite_lavadero_parrilla_sum_terraza_toilette_luminoso_garage_urbanuzprop_cnu
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5176593,-58.4754983",480000,USD,7277952,480000,0,103,,4660.194175,14,,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/rtqb_venta_departamentos_vicente-lopez_del-libertador-av-_1700
sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5843603,-58.453461",125000,USD,1895300,125000,,60,,2083.333333,,2,,http://chacarita.properati.com.ar/11srm_venta_departamentos_chacarita_avenida-federico-lacroze_baulera_lavadero_parrilla_terraza_luminoso_re-max-central
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5455324,-58.7035567",75000,USD,1137180,75000,0,,,,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/swoq_venta_departamentos_muniz
sell,apartment,|Argentina|Capital Federal|Parque Patricios|,"-34.63505173,-58.39184952",87000,USD,1319128.8,87000,,,,,,,,http://parque-patricios.properati.com.ar/ypsa_venta_departamentos_parque-patricios_patio_luminoso_garage_aire-acondicionado_viano-negocios-inmobiliarios_b42
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.593335,-58.442214",76184,USD,1155132.28,76184,,34,,2240.705882,,1,,http://villa-crespo.properati.com.ar/oki2_venta_departamentos_villa-crespo_justo-juan-b-av-_2300
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Hurlingham|,"-34.5946617,-58.6266175",,,,,225,,,,,,,http://hurlingham-bs-as-g-b-a-zona-oeste.properati.com.ar/p1gl_venta_casa_hurlingham
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.508621,-58.94176",,,,,3000,540,,,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/v04a_venta_casa_pilar
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,,220000,USD,3335728,220000,200,300,1100,733.3333333,,4,,http://san-justo-la-matanza.properati.com.ar/saj9_venta_ph_la-matanza
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.469076,-58.515488",480000,USD,7277952,480000,434,327,1105.990783,1467.889908,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/xgp6_venta_casa_san-isidro_maipu_100
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5758276,-58.4951948",80000,USD,1212992,80000,37,35,2162.162162,2285.714286,,1,,http://villa-urquiza.properati.com.ar/zsro_venta_departamentos_villa-urquiza_luminoso_garage_nucifora-propiedades_cro
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.48634,-58.546946",770000,USD,11675048,770000,,354,,2175.141243,,6,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/1198z_venta_casa_san-isidro_hidromasaje_jardin_lavadero_piscina_toilette_vestidor_luminoso_lujoso_garage_impecable_aire-acondicionado_lomas
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.43920187,-58.8571739097",861900,ARS,859507.78,56686.79,52,40,1090.130577,21547.5,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/t20v_venta_departamentos_pilar
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5135625,-58.4881989",450000,USD,6823080,450000,0,150,,3000,,,,http://olivos.properati.com.ar/xdxk_venta_departamentos_olivos
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4981365,-58.5446467",295000,USD,4472908,295000,209,164,1411.483254,1798.780488,,,,http://martinez.properati.com.ar/12gge_venta_casa_martinez_eduardo-wilde_0_suite_parrilla_piscina_quincho_toilette_vestidor_luminoso_vista_placard_solimano-dal-pos-inmuebles-la-lucila
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Bella Vista|,"-34.579304,-58.698056",,,,,,445,,,,5,,http://bella-vista-san-miguel.properati.com.ar/pgs2_venta_casa_bella-vista
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5660136,-58.456114",167000,USD,2532120.8,167000,69,,2420.289855,,,3,,http://belgrano.properati.com.ar/unmn_venta_departamentos_belgrano_la-pampa_2600
sell,PH,|Argentina|Capital Federal|Palermo|,"-34.57114792,-58.42329788",1380000,USD,20924112,1380000,,,,,,,,http://palermo.properati.com.ar/115zt_venta_ph_palermo_suite_jardin_parrilla_quincho_gaman-bienes-raices_ahs
sell,house,|Argentina|Capital Federal|Villa Urquiza|,"-34.5711415,-58.4736922",720000,USD,10916928,720000,,370,,1945.945946,,,,http://villa-urquiza.properati.com.ar/11kwk_venta_casa_villa-urquiza_suite_hidromasaje_parrilla_piscina_quincho_toilette_garage_barrera-y-asociados
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|,"-34.8102181797,-58.1720066071",,,,,117,97,,,,3,,http://berazategui-bs-as-g-b-a-zona-sur.properati.com.ar/12r62_venta_departamentos_berazategui_balcon_gimnasio_jardin_parrilla_piscina_terraza_garage_tenis_o-keefe-inmobiliaria-rural-y-urbana
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida Oeste|,"-34.5343486531,-58.5194528362",167000,USD,2532120.8,167000,91,91,1835.164835,1835.164835,,3,,http://florida-oeste.properati.com.ar/12kwl_venta_casa_florida-oeste_lavadero_patio_terraza_daniel-a-fiorito-propiedades
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5872835,-58.3849325",560000,USD,8490944,560000,247,139,2267.206478,4028.776978,,5,,http://recoleta.properati.com.ar/11tu4_venta_departamentos_recoleta_suite_jardin_lavadero_terraza_dependencias_garage_tatana-latorre-lalong_cr9
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6587590399,-58.6901007889",124000,USD,1880137.6,124000,210,180,590.4761905,688.8888889,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/ecq8_venta_casa_ituzaingo
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Maschwitz|,,210000,USD,3184104,210000,600,200,350,1050,,,,http://maschwitz.properati.com.ar/n903_venta_casa_maschwitz_0
sell,PH,|Argentina|Capital Federal|Villa Crespo|,"-34.5970138957,-58.4341279413",184000,USD,2789881.6,184000,106,99,1735.849057,1858.585859,1,3,,http://villa-crespo.properati.com.ar/111pg_venta_ph_villa-crespo_scalabrini-ortiz-raul-av-_723_suite_lavadero_patio_dependencias_placard_aire-acondicionado_eduardo-bertolotti-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-38.9273455,-67.9980779",125000,USD,1895300,125000,253,189,494.0711462,661.3756614,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/rsau_venta_casa_ituzaingo
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|Manuel B Gonnet|,"-34.895409,-58.025066",400000,USD,6064960,400000,220,220,1818.181818,1818.181818,,5,,http://manuel-b-gonnet-la-plata.properati.com.ar/oxaj_venta_casa_manuel-b-gonnet
sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.6088825,-58.3768414",57000,USD,864256.8,57000,27,22,2111.111111,2590.909091,,1,1129,http://monserrat.properati.com.ar/10wtb_venta_departamentos_monserrat_placard_cabildo-500
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.657848737,-58.6277090632",102000,USD,1546564.8,102000,155,99,658.0645161,1030.30303,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/ecgg_venta_ph_moron
sell,apartment,|Argentina|Capital Federal|San Nicolás|,"-34.60615,-58.379495",84500,USD,1281222.8,84500,46,42,1836.956522,2011.904762,,,,http://san-nicolas.properati.com.ar/10oz5_venta_departamentos_san-nicolas_balcon_lavadero_luminoso_amoblado_amenities_placard_vaira-propiedades
sell,store,|Argentina|Capital Federal|San Cristobal|,"-34.6250304,-58.3925694",500000,USD,7581200,500000,330,330,1515.151515,1515.151515,,,,http://san-cristobal.properati.com.ar/l98n_venta_local_san-cristobal_combate-de-los-pozos_1300
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4079114,-58.5918289",340000,USD,5155216,340000,150,105,2266.666667,3238.095238,6,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/12rdr_venta_departamentos_tigre_calle-tupac-amaru_1000_baulera_suite_lavadero_parrilla_piscina_terraza_toilette_vista_garage_fitte-q-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,70,,,,3,,http://ramos-mejia.properati.com.ar/s5te_venta_departamentos_la-matanza
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,505000,USD,7657012,505000,534,234,945.6928839,2158.119658,,,,http://nordelta.properati.com.ar/xbem_venta_casa_nordelta_400
sell,house,|Argentina|Capital Federal|Villa Luro|,"-34.640093,-58.508089",580000,USD,8794192,580000,467,389,1241.970021,1491.002571,,,,http://villa-luro.properati.com.ar/usm2_venta_casa_villa-luro
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Vicente López|,"-34.5177936611,-58.4756925571",229373,USD,3477845.17,229373,64,49,3583.953125,4681.081633,2,,,http://vicente-lopez.properati.com.ar/10oat_venta_departamentos_vicente-lopez_balcon_amenities_salaya-romera-propiedades_d17
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida Oeste|,"-34.5379932,-58.5029797",725000,USD,10992740,725000,866,130,837.182448,5576.923077,,,,http://florida-oeste.properati.com.ar/ng3s_venta_casa_florida-oeste_santa-rosa_3300
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|,"-34.9269009769,-57.9983781762",73000,USD,1106855.2,73000,,,,,,,,http://la-plata-bs-as-g-b-a-zona-sur.properati.com.ar/10zzi_venta_casa_la-plata_patio_placard_jauregui-lorda-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4853046,-58.4876129",410000,USD,6216584,410000,148,90,2770.27027,4555.555556,3,,,http://martinez.properati.com.ar/y3kx_venta_departamentos_martinez_avenida-del-libertador_13600_baulera_suite_lavadero_parrilla_piscina_terraza_vestidor_garage_amenities_losa-radiante_achaval-toribio-acassuso
sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6615626,-58.6138582",75000,USD,1137180,75000,,110,,681.8181818,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/ebod_venta_local_moron
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.6036844,-58.3815591",77000,USD,1167504.8,77000,39,36,1974.358974,2138.888889,1,,2000,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/wckh_venta_departamentos_tigre
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Cañuelas|Cañuelas|,"-35.054354,-58.754164",140000,USD,2122736,140000,,20,,7000,,2,,http://canuelas-canuelas.properati.com.ar/11woq_venta_casa_canuelas_lavadero_vestidor_luminoso_garage_amoblado_re-max-alianza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4825743434,-58.5880050364",344468,USD,5222961.6,344468,97,81,3551.216495,4252.691358,,3,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/11krl_venta_departamentos_san-isidro_vizora
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|El Talar|,,950000,USD,14404280,950000,1600,320,593.75,2968.75,,,,http://el-talar.properati.com.ar/10pj5_venta_casa_el-talar_0_suite_gimnasio_lavadero_piscina_toilette_luminoso_vista_dependencias_tenis_narvaez-cia-walter-fabian-narvaez-csi-4169
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5663095,-58.4703235",93000,USD,1410103.2,93000,37,37,2513.513514,2513.513514,,2,1244,http://belgrano.properati.com.ar/yyfk_venta_departamentos_belgrano_garage_cabildo-500
sell,PH,|Argentina|Capital Federal|Barracas|,"-34.645175,-58.372095",125000,USD,1895300,125000,124,60,1008.064516,2083.333333,,3,,http://barracas.properati.com.ar/vt14_venta_ph_barracas
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.595916,-58.408314",93975,USD,1424886.54,93975,,31,,3031.451613,,1,,http://recoleta.properati.com.ar/114n4_venta_departamentos_recoleta_piscina_sum_terraza_garage_belgrano
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,,93100,USD,1411619.44,93100,,49,,1900,,2,,http://san-justo-la-matanza.properati.com.ar/z1qv_venta_departamentos_san-justo_balcon_lujoso_estrenar_busolin-demian-propiedades_cla
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,4035936,ARS,4024734.29,265441.77,0,82,,49218.73171,,,,http://nordelta.properati.com.ar/xyic_venta_departamentos_nordelta_0_suite_gimnasio_jardin_lavadero_piscina_terraza_toilette_vestidor_sauna_amenities_rosario-costantini-csi-6033
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Valentín Alsina|,"-34.6778199549,-58.4242591036",42000,USD,636820.8,42000,65,60,646.1538462,700,2,4,,http://valentin-alsina.properati.com.ar/t2id_venta_departamentos_valentin-alsina
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Ciudad Jardín Lomas del Palomar|,"-34.5983185138,-58.5903118767",265000,USD,4018036,265000,335,335,791.0447761,791.0447761,,,,http://ciudad-jardin-lomas-del-palomar.properati.com.ar/g91r_venta_casa_ciudad-jardin-lomas-del-palomar
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Muñiz|,"-34.552783,-58.697548",54900,USD,832415.76,54900,,45,,1220,3,3,,http://muniz.properati.com.ar/11ofn_venta_departamentos_muniz_luminoso_re-max-life
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,"-34.4941179,-58.4844125",1450000,USD,21985480,1450000,0,427,,3395.784543,,,,http://la-lucila.properati.com.ar/n1ku_venta_departamentos_la-lucila_del-libertador-av-_3800
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Esteban Echeverría|,"-34.882208377,-58.4981073116",360000,USD,5458464,360000,900,265,400,1358.490566,,,,http://esteban-echeverria.properati.com.ar/wwg6_venta_casa_esteban-echeverria
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.4615459102,-58.8876094708",155000,USD,2350172,155000,400,111,387.5,1396.396396,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/p1jh_venta_casa_pilar
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.461099,-58.854135",147000,USD,2228872.8,147000,53,53,2773.584906,2773.584906,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/z1wy_venta_departamentos_tigre_balcon_baulera_suite_vestidor_garage_blanco-propiedades_3m6
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|,"-34.667235,-58.7203613",75000,USD,1137180,75000,40,40,1875,1875,,2,500,http://merlo-bs-as-g-b-a-zona-oeste.properati.com.ar/rdvq_venta_departamentos_merlo
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.560245,-58.44525",127000,USD,1925624.8,127000,,48,,2645.833333,,3,,http://belgrano.properati.com.ar/12e2n_venta_departamentos_belgrano_baulera_lavadero_patio_terraza_luminoso_vista_placard_re-max-express
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.643601,-58.5609818",70000,USD,1061368,70000,32,30,2187.5,2333.333333,,,,http://ramos-mejia.properati.com.ar/vrvx_venta_departamentos_ramos-mejia
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.466883,-58.514985",328500,USD,4980848.4,328500,,83,,3957.831325,3,3,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/yr1y_venta_departamentos_san-isidro_balcon_gimnasio_hidromasaje_jardin_lavadero_parrilla_piscina_sum_terraza_sauna_dependencias_garage_acassuso
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.6427539,-58.6631526",105000,USD,1592052,105000,130,100,807.6923077,1050,,3,,http://ituzaingo.properati.com.ar/11wlg_venta_departamentos_ituzaingo_lavadero_patio_terraza_gustavo-piccione-propiedades_3lk
sell,store,|Argentina|Capital Federal|Centro / Microcentro|,"-34.601222,-58.379879",398000,USD,6034635.2,398000,,20,,19900,,,,http://centro-microcentro.properati.com.ar/10cfw_venta_local_balvanera_dependencias_re-max-liberty
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,88000,USD,1334291.2,88000,,43,,2046.511628,,2,,http://ramos-mejia.properati.com.ar/zkcr_venta_departamentos_ramos-mejia_balcon_terraza_mg-de-luca-estudio-inmobiliario
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6720405222,-58.5598487074",80000,USD,1212992,80000,45,45,1777.777778,1777.777778,,2,1200,http://san-justo-la-matanza.properati.com.ar/vlxb_venta_departamentos_san-justo
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,55000,USD,833932,55000,,56,,982.1428571,,3,,http://ramos-mejia.properati.com.ar/sbms_venta_departamentos_la-matanza
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6173646,-58.4620706",1610559,ARS,1606088.89,105925.77,47,42,2253.739787,38346.64286,,1,,http://caballito.properati.com.ar/zsi9_venta_departamentos_caballito_balcon_nucifora-propiedades_crr
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,800000,USD,12129920,800000,0,350,,2285.714286,,7,,http://nordelta.properati.com.ar/12px9_venta_casa_nordelta_balcon_suite_jardin_piscina_terraza_toilette_vestidor_dependencias_garage_estrenar_latitud-ns_dck
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Ezeiza|,,380000,USD,5761712,380000,0,0,,,,7,,http://ezeiza-bs-as-g-b-a-zona-sur.properati.com.ar/117f2_venta_casa_ezeiza_suite_hidromasaje_lavadero_parrilla_piscina_toilette_vestidor_luminoso_vista_dependencias_garage_aire-acondicionado_puente-propiedades_9z0
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,180000,USD,2729232,180000,211,150,853.0805687,1200,,4,,http://haedo.properati.com.ar/wybv_venta_casa_haedo
sell,apartment,|Argentina|Capital Federal|Liniers|,"-34.6414216,-58.5276695",125000,USD,1895300,125000,70,70,1785.714286,1785.714286,,3,300,http://liniers.properati.com.ar/12kih_venta_departamentos_liniers_balcon_lavadero_luminoso_impecable_placard_niro-brokers
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6285036,-58.5848387",150000,USD,2274360,150000,110,110,1363.636364,1363.636364,,,,http://haedo.properati.com.ar/emix_venta_casa_haedo
sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6452792,-58.5829036",600000,USD,9097440,600000,,,,,,,,http://castelar-moron.properati.com.ar/10ww8_venta_local_castelar_maggio-propiedades_3lu
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.579282,-58.48918",,,,,55,46,,,,2,,http://villa-urquiza.properati.com.ar/10avl_venta_departamentos_villa-urquiza_lujoso_migliorisi-propiedades_cy0
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4584991,-58.5098777",430000,USD,6519832,430000,620,270,693.5483871,1592.592593,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/zsvm_venta_casa_san-isidro_suite_jardin_lavadero_toilette_garage_nucifora-propiedades_cro
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5075624,-58.47782",140000,USD,2122736,140000,,50,,2800,1,,,http://olivos.properati.com.ar/ped9_venta_departamentos_olivos_corrientes_300
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6484107,-58.6727147",,,,,,,,,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/waw0_venta_casa_ituzaingo
sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Lynch|,"-34.5841408228,-58.5363757516",320000,USD,4851968,320000,225,225,1422.222222,1422.222222,,,1,http://villa-lynch.properati.com.ar/11nhp_venta_local_villa-lynch_altamirano-propieades
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|,,130000,USD,1971112,130000,70,55,1857.142857,2363.636364,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/1033h_venta_ph_florida-oeste_virrey-liniers_2000_lavadero_patio_terraza_luminoso_impecable_placard_martin-fonseca-propiedades-martin-fonseca-csi-6105
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,"-34.5001334385,-58.482667983",370000,USD,5610088,370000,394,237,939.0862944,1561.181435,,3,,http://la-lucila.properati.com.ar/y17i_venta_casa_la-lucila_suite_jardin_lavadero_piscina_toilette_vestidor_dependencias_garage_solimano-dal-pos-inmuebles
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5894007,-58.4067004",259000,USD,3927061.6,259000,110,103,2354.545455,2514.563107,,4,4750,http://recoleta.properati.com.ar/ywig_venta_departamentos_recoleta_balcon_lavadero_patio_toilette_dependencias_garage_placard_cabildo-500
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,798600,USD,12108692.64,798600,800,318,998.25,2511.320755,,,,http://nordelta.properati.com.ar/ydvl_venta_casa_nordelta_0_suite_lavadero_vestidor_garage_tizado-nordelta-puerta-norte
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5783349,-58.4235097",104000,USD,1576889.6,104000,41,33,2536.585366,3151.515152,,2,1450,http://palermo.properati.com.ar/v838_venta_departamentos_palermo_fray-justo-santamaria-de-oro_2500
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.5493342,-58.4543951",118000,USD,1789163.2,118000,41,36,2878.04878,3277.777778,,1,850,http://nunez.properati.com.ar/ysi1_venta_departamentos_nunez_luminoso_vista_estrenar_ziade-realty
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,520000,USD,7884448,520000,800,350,650,1485.714286,,,,http://benavidez.properati.com.ar/n2p9_venta_casa_benavidez_0
sell,apartment,|Argentina|Capital Federal|Centro / Microcentro|,"-34.5986211,-58.3714222",124900,USD,1893783.76,124900,81,,1541.975309,,10,,4000,http://centro-microcentro.properati.com.ar/12k2j_venta_departamentos_centro-microcentro_balcon_lavadero_aire-acondicionado_subte-linea-b_subte-linea-c_lounge-propiedades_bry
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,345000,USD,5231028,345000,804,140,429.1044776,2464.285714,,,,http://benavidez.properati.com.ar/zgfh_venta_casa_benavidez_0_lavadero_parrilla_piscina_toilette_luminoso_dependencias_garage_suppa-propiedades-cecilia-cecilia-cobelli-de-suppa-csi-5547
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,,336700,USD,5105180.08,336700,130,0,2590,,,,,http://victoria.properati.com.ar/zhhg_venta_departamentos_victoria_0_gimnasio_jardin_lavadero_parrilla_piscina_sum_terraza_garage_amenities_estrenar_aleman-propiedades-pablo-aleman-csi-5215
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.7661769,-58.3958493",90000,USD,1364616,90000,0,35,,2571.428571,,2,,http://banfield.properati.com.ar/11s6g_venta_departamentos_banfield_balcon_garage_placard_cabrera-propiedades_b4e
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6125496,-58.4329772",148847,USD,2256877.75,148847,72,58,2067.319444,2566.327586,,2,,http://almagro.properati.com.ar/11yju_venta_departamentos_almagro_balcon_home54
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,"-34.534932,-58.486984",219000,USD,3320565.6,219000,,68,,3220.588235,6,3,,http://florida.properati.com.ar/xvmz_venta_departamentos_vicente-lopez_gimnasio_parrilla_patio_piscina_sum_sauna_garage_amenities_aire-acondicionado
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6517164,-58.6568769",200000,USD,3032480,200000,146,146,1369.863014,1369.863014,,4,,http://castelar-moron.properati.com.ar/10o0j_venta_casa_castelar_jardin_parrilla_patio_terraza_toilette_luminoso_garage_placard_estudio-galas-negocios-inmobiliarios_ah4
sell,PH,|Argentina|Capital Federal|Agronomía|,"-34.5997125248,-58.4994284361",124500,USD,1887718.8,124500,60,54,2075,2305.555556,,3,,http://agronomia.properati.com.ar/10sh1_venta_ph_agronomia_varela-jose-pedro_3300_patio_luminoso_placard_bertolotti
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5497454,-58.5492458",89000,USD,1349453.6,89000,,53,,1679.245283,,,,http://san-martin.properati.com.ar/12ug9_venta_departamentos_san-martin_keops-propiedades_5nt
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6518692,-58.5693921",165000,USD,2501796,165000,120,120,1375,1375,,4,,http://ramos-mejia.properati.com.ar/119wn_venta_casa_ramos-mejia_balcon_lavadero_patio_terraza_garage_maggio-propiedades_3lu
sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.575849,-58.44453",234900,USD,3561647.76,234900,,111,,2116.216216,,4,,http://colegiales.properati.com.ar/xis2_venta_departamentos_belgrano_balcon_suite_lavadero_luminoso_lujoso_impecable
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Adrogué|,"-34.7730317,-58.3954521",70000,USD,1061368,70000,80,,875,,,,,http://adrogue.properati.com.ar/12vyy_venta_departamentos_adrogue_placard_yamamoto-negocios-inmobiliarios
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|Villa Elvira|,"-34.958118,-57.894387",,,,,,,,,,3,,http://villa-elvira.properati.com.ar/uj8p_venta_casa_ensenada
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5040887,-58.4830946",550000,USD,8339320,550000,360,300,1527.777778,1833.333333,,,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/12wk2_venta_casa_vicente-lopez_mariano-pelliza_600_suite_lavadero_parrilla_piscina_quincho_toilette_lujoso_palomino-propiedades-paula
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.4465229,-58.6338743",125000,USD,1895300,125000,66,45,1893.939394,2777.777778,,2,,http://nordelta.properati.com.ar/10ixd_venta_departamentos_nordelta_balcon_parrilla_piscina_sum_vista_garage_amenities_victorino-de-la-plaza_d03
