operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.7474930759,-58.368543667",105000,USD,1592052,105000,0,110,,954.5454545,,4,,http://banfield.properati.com.ar/rc0c_venta_casa_banfield
sell,apartment,|Argentina|Capital Federal|Once|,"-34.6135876,-58.4107896",129000,USD,1955949.6,129000,90,90,1433.333333,1433.333333,,5,,http://once.properati.com.ar/10b61_venta_departamentos_once_patio_migliorisi-propiedades_cy2
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.5528589,-58.4702918",119000,USD,1804325.6,119000,100,32,1190,3718.75,,,,http://nunez.properati.com.ar/11tpp_venta_departamentos_nunez_parrilla_quincho_garage_placard_barrancas-propiedades_dex
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9322363102,-57.9559210404",360000,USD,5458464,360000,190,190,1894.736842,1894.736842,,6,,http://la-plata.properati.com.ar/12mnn_venta_casa_la-plata_patio_toilette_garage_dacal-bienes-raices_ahb
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5060013,-58.4807008",311000,USD,4715506.4,311000,76,67,4092.105263,4641.791045,13,,,http://olivos.properati.com.ar/116b6_venta_departamentos_olivos_juan-bautista-alberdi_500_balcon_suite_gimnasio_piscina_sum_terraza_toilette_vista_lujoso_placard_lamarca-negocios-inmobiliarios-gabriel-h-ceruzzi-csi-5164
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|Barrio Los Alisos|,"-34.4008534,-58.6707139",450000,USD,6823080,450000,250,211,1800,2132.701422,,,,http://barrio-los-alisos-nordelta.properati.com.ar/zzpj_venta_casa_barrio-los-alisos_jardin_piscina_luminoso_garage_fyc-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Maria del Parque Barrio Privado|,"-34.6281409954,-58.6732104246",210000,USD,3184104,210000,110,110,1909.090909,1909.090909,,4,2800,http://maria-del-parque-barrio-privado.properati.com.ar/yzlt_venta_casa_maria-del-parque-barrio-privado_baulera_hidromasaje_jardin_lavadero_parrilla_toilette_luminoso_placard_estudio-galas-negocios-inmobiliarios_ah4
sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6454713,-58.590776",26000,USD,394222.4,26000,,19,,1368.421053,,,,http://haedo.properati.com.ar/fi7w_venta_departamento_haedo
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,65000,USD,985556,65000,,36,,1805.555556,,2,,http://ramos-mejia.properati.com.ar/z1pj_venta_departamentos_ramos-mejia_lavadero_panisello-inmobiliaria
sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Jose Leon Suarez|,"-34.5283148498,-58.5731252767",45000,USD,682308,45000,44,44,1022.727273,1022.727273,,,,http://jose-leon-suarez.properati.com.ar/11pw6_venta_local_jose-leon-suarez_rocchio-propiedades_bei
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Santa María de los Olivos|,"-34.4752083,-58.591275",255000,USD,3866412,255000,1025,195,248.7804878,1307.692308,,,,http://santa-maria-de-los-olivos.properati.com.ar/w9o8_venta_casa_pilar_pilar_100
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,63000,USD,955231.2,63000,,30,,2100,,1,,http://ramos-mejia.properati.com.ar/s7qo_venta_departamentos_la-matanza
sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5435062,-58.4821436",88000,USD,1334291.2,88000,37,31,2378.378378,2838.709677,,1,,http://saavedra.properati.com.ar/12tuo_venta_departamentos_saavedra_parrilla_terraza_aire-acondicionado_zuker-propiedades_dke
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6451329,-58.5490751",85000,USD,1288804,85000,120,88,708.3333333,965.9090909,,,,http://ramos-mejia.properati.com.ar/eec7_venta_ph_ramos-mejia
sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5468894557,-58.4786123121",100306,USD,1520879.69,100306,70,66,1432.942857,1519.787879,,2,,http://saavedra.properati.com.ar/zsrr_venta_departamentos_saavedra_sum_garage_nucifora-propiedades_cro
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Parque Leloir|,"-34.6281382,-58.6865645",320000,USD,4851968,320000,1373,300,233.0662782,1066.666667,,,,http://parque-leloir.properati.com.ar/yywk_venta_casa_parque-leloir_jardin_lavadero_piscina_toilette_garage_impecable_g-tavella
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.5988944,-58.5568672",110000,USD,1667864,110000,90,90,1222.222222,1222.222222,,4,,http://caseros.properati.com.ar/x5c5_venta_casa_caseros
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.51749,-58.493627",275000,USD,4169660,275000,,82,,3353.658537,,3,,http://olivos.properati.com.ar/w93o_venta_departamentos_olivos
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.556809,-58.457834",97000,USD,1470752.8,97000,,37,,2621.621622,,2,,http://belgrano.properati.com.ar/10vpf_venta_departamentos_colegiales_balcon_hidromasaje_parrilla_piscina_sum_luminoso_garage_amenities_placard_re-max-central
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6070921,-58.4306168",86000,USD,1303966.4,86000,35,35,2457.142857,2457.142857,,2,,http://villa-crespo.properati.com.ar/r6i0_venta_departamentos_villa-crespo_rio-de-janeiro_700
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.3367571755,-58.9910379767",,,,,937,100,,,,2,,http://bs-as-g-b-a-zona-norte.properati.com.ar/10ghu_venta_casa_bs-as-g-b-a-zona-norte_lagouarde
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,,290000,USD,4397096,290000,190,190,1526.315789,1526.315789,,6,,http://la-lucila.properati.com.ar/10gt9_venta_casa_la-lucila_jardin_parrilla_patio_piscina_toilette_garage_castro-feijoo-propiedades
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5856221,-58.4409353",90000,USD,1364616,90000,35,32,2571.428571,2812.5,4,1,1900,http://palermo.properati.com.ar/10gi5_venta_departamentos_palermo_gimnasio_lavadero_piscina_sum_terraza_luminoso_sauna_amenities_placard_aire-acondicionado_losa-radiante_bertolotti
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6537633,-58.6287712",65000,USD,985556,65000,0,,,,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/11loq_venta_departamentos_moron_garage_sayago-propiedades_9m0
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5777784,-58.4351583",112677,USD,1708453.74,112677,38,34,2965.184211,3314.029412,,1,,http://palermo.properati.com.ar/12pzn_venta_departamentos_palermo_parrilla_piscina_sum_lujoso_amenities_losa-radiante_subte-linea-d_le-bleu
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.595858,-58.440635",,,,,128,121,,,20,4,,http://villa-crespo.properati.com.ar/10q5h_venta_departamentos_villa-crespo_balcon_piscina_terraza_luminoso_dependencias_amenities_placard_desdemona-judith-moretti-negocios-inmobiliarios
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9070627,-57.9736026",,,,,,,,,,4,,http://la-plata.properati.com.ar/idfr_venta_casa_la-plata
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,"-34.6347626,-58.5853795",75000,USD,1137180,75000,45,45,1666.666667,1666.666667,3,2,,http://villa-sarmiento.properati.com.ar/oi5d_venta_departamentos_villa-sarmiento
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,265000,USD,4018036,265000,900,161,294.4444444,1645.962733,,,,http://benavidez.properati.com.ar/nauk_venta_casa_benavidez_200
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.5159723,-58.7674094",300000,USD,4548720,300000,385,340,779.2207792,882.3529412,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/ndaj_venta_casa_bs-as-g-b-a-zona-norte_pinero_2700
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,,,,,,,,,,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/11532_venta_casa_tigre_suite_jardin_lavadero_parrilla_piscina_toilette_vestidor_dependencias_m-m-propiedades_bhs
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5817176348,-58.4486236993",145000,USD,2198548,145000,50,45,2900,3222.222222,,2,2722,http://palermo.properati.com.ar/w7tr_venta_departamentos_palermo
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,,,,,,33,,,,2,,http://haedo.properati.com.ar/10yxj_venta_departamentos_haedo_estrenar_gonzalez-taboada-opinmob
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.41762924,-58.64575577",520000,USD,7884448,520000,315,315,1650.793651,1650.793651,,,,http://nordelta.properati.com.ar/10e9m_venta_casa_nordelta_suite_jardin_lavadero_parrilla_vestidor_luminoso_garage_placard_get-negocios-inmobiliarios
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6343912,-58.6851683",125000,USD,1895300,125000,250,120,500,1041.666667,,4,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/uu4u_venta_casa_ituzaingo
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.428929977,-58.8272809982",400000,USD,6064960,400000,280,280,1428.571429,1428.571429,,5,16000,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/z3ou_venta_casa_pilar_suite_jardin_lavadero_parrilla_piscina_vestidor_vista_tenis_aire-acondicionado_izrastzoff-agentes-inmobiliarios
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|QBay Yacht|,,270000,USD,4093848,270000,,,,,,,,http://qbay-yacht.properati.com.ar/11vbu_venta_departamentos_qbay-yacht_balcon_suite_parrilla_piscina_terraza_vestidor_garage_aire-acondicionado_losa-radiante_m-m-propiedades_bhs
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,175000,USD,2653420,175000,0,70,,2500,3,,,http://nordelta.properati.com.ar/zqu4_venta_departamentos_nordelta_0_baulera_parrilla_piscina_sum_toilette_garage_tenis_placard_losa-radiante_m-o-connor-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.70123291,-58.30299377",128000,USD,1940787.2,128000,,,,,,,,http://quilmes.properati.com.ar/11syq_venta_casa_quilmes_abriola-propiedades_d3o
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.601282,-58.418141",150000,USD,2274360,150000,75,75,2000,2000,,3,,http://almagro.properati.com.ar/10b6e_venta_departamentos_almagro_lavadero_luminoso_dependencias_migliorisi-propiedades_cy2
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,"-34.548188,-58.55685",124000,USD,1880137.6,124000,,62,,2000,4,3,,http://villa-ballester.properati.com.ar/zff3_venta_departamentos_general-san-martin_balcon_parrilla_piscina_sum_toilette_garage_re-max-total-v
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,,227000,USD,3441864.8,227000,137,109,1656.934307,2082.568807,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/xglv_venta_casa_pilar_300
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5434442,-58.5772854",150000,USD,2274360,150000,,,,,,,,http://san-martin.properati.com.ar/11ls8_venta_casa_san-martin_jardin_lavadero_parrilla_quincho_garage_keops-propiedades_5nt
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,220000,USD,3335728,220000,1000,230,220,956.5217391,,,,http://benavidez.properati.com.ar/p30i_venta_casa_benavidez_0
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Esteban Echeverría|Canning|,,220000,USD,3335728,220000,180,88,1222.222222,2500,,,,http://canning.properati.com.ar/e58z_venta_departamento_canning
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Presidente Perón|Guernica|,"-34.9045213,-58.357402",140000,USD,2122736,140000,800,130,175,1076.923077,,,,http://guernica.properati.com.ar/zics_venta_casa_guernica_suite_gimnasio_jardin_lavadero_parrilla_piscina_quincho_toilette_luminoso_sauna_garage_tenis_placard_doble-circulacion_mendez-novoa-propiedades
sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.6309936,-58.3734595",265000,USD,4018036,265000,135,135,1962.962963,1962.962963,,6,5500,http://barracas.properati.com.ar/10ug6_venta_departamentos_barracas_balcon_baulera_lavadero_dependencias_di-mitrio-inmobiliaria_d2r
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.663673,-58.562634",,,,,0,,,,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/10r5a_venta_casa_ituzaingo_jardin_parrilla_piscina_garage_vanesa-romera-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6434027,-58.5818695",980000,ARS,977279.9,64454.17,40,40,1611.35425,24500,,,,http://haedo.properati.com.ar/10xfw_venta_departamentos_haedo_avenida-rivadavia_15200_balcon_vista_estrenar_moral-bienes-raices
sell,PH,|Argentina|Capital Federal|Floresta|,,65000,USD,985556,65000,,45,,1444.444444,,,,http://floresta.properati.com.ar/u9o3_venta_ph_floresta
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6205971,-58.4608572",210000,USD,3184104,210000,80,80,2625,2625,,3,3000,http://flores.properati.com.ar/11ity_venta_departamentos_flores_balcon_suite_hidromasaje_parrilla_sum_vestidor_luminoso_garage_amenities_losa-radiante_durban-keiller-asesoramiento-inmobiliario_bx8
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,,370000,USD,5610088,370000,,240,,1541.666667,,3,,http://la-lucila.properati.com.ar/100dz_venta_casa_vicente-lopez_suite_jardin_lavadero_piscina_toilette_vestidor_luminoso_dependencias_garage_re-max-norte
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5892125,-58.3909388",299000,USD,4533557.6,299000,112,,2669.642857,,,,,http://recoleta.properati.com.ar/z0sn_venta_departamentos_recoleta_balcon_lavadero_toilette_dependencias_garcia-pineiro-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Tortuguitas|,"-34.4817935,-58.7849723",230000,USD,3487352,230000,5500,150,41.81818182,1533.333333,,,,http://tortuguitas.properati.com.ar/ne5y_venta_casa_tortuguitas_liniers-santiago-de_2000
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5449176464,-58.5563362968",70000,USD,1061368,70000,,,,,,,,http://san-martin.properati.com.ar/okyj_venta_ph_san-martin
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5028,-58.4945",148000,USD,2244035.2,148000,53,53,2792.45283,2792.45283,,2,,http://olivos.properati.com.ar/xhfh_venta_departamentos_olivos_balcon_gimnasio_sum_terraza_lujoso_garage_estrenar
sell,store,|Argentina|Capital Federal|Retiro|,"-34.59987,-58.378218",295000,USD,4472908,295000,,,,,,1,,http://retiro.properati.com.ar/zscm_venta_local_san-nicolas_estrenar_barrio-norte
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7221296,-58.244961",,,,,360,286,,,,,,http://quilmes.properati.com.ar/12qx9_venta_casa_quilmes_balcon_suite_jardin_lavadero_parrilla_patio_piscina_quincho_vestidor_luminoso_garage_o-keefe-inmobiliaria-rural-y-urbana_djq
sell,apartment,|Argentina|Capital Federal|Boca|,"-34.627625,-58.360648",100000,USD,1516240,100000,65,58,1538.461538,1724.137931,,1,,http://boca.properati.com.ar/11hew_venta_departamentos_boca_balcon_suite_gimnasio_lavadero_piscina_sum_luminoso_lujoso_garage_amenities_di-mitrio-inmobiliaria_90i
sell,store,|Argentina|Capital Federal|Flores|,"-34.6452975,-58.4680551",89000,USD,1349453.6,89000,176,176,505.6818182,505.6818182,,,,http://flores.properati.com.ar/kt61_venta_local_flores_acosta-mariano-av-_1300
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4231839,-58.5735369",125000,USD,1895300,125000,55,51,2272.727273,2450.980392,3,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/11izh_venta_departamentos_tigre_saenz-pena_1200_garage_aire-acondicionado_organizacion-acassuso-tigre
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5076521,-58.519219",153000,USD,2319847.2,153000,57,50,2684.210526,3060,1,,,http://olivos.properati.com.ar/wbg2_venta_departamentos_olivos_parana_3500
sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.6177615,-58.383662",76000,USD,1152342.4,76000,42,34,1809.52381,2235.294118,,,,http://monserrat.properati.com.ar/12mgc_venta_departamentos_monserrat_suite_parrilla_sum_terraza_lujoso_garage_subte-linea-e_subte-linea-c_inmobiliaria-calot
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,80000,USD,1212992,80000,,47,,1702.12766,,2,,http://haedo.properati.com.ar/s9of_venta_departamentos_moron
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús Oeste|,"-34.7121646,-58.4004606",79000,USD,1197829.6,79000,,,,,,,,http://lanus-oeste.properati.com.ar/kl99_venta_departamentos_lanus-oeste
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.5326318,-58.4788162",180000,USD,2729232,180000,0,0,,,4,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/xgwr_venta_departamentos_bs-as-g-b-a-zona-norte_general-lavalle_1500_balcon_toilette_garage_placard
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|Barrio El Golf|,"-34.4095672245,-58.6328443317",355000,USD,5382652,355000,191,114,1858.638743,3114.035088,,3,,http://barrio-el-golf-nordelta.properati.com.ar/zta2_venta_departamentos_barrio-el-golf_balcon_baulera_suite_jardin_parrilla_piscina_terraza_vista_sauna_electrogeno_garage_amenities_placard_aire-acondicionado_delta-propiedades
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.738634,-58.259401",138000,USD,2092411.2,138000,,20,,6900,,4,,http://quilmes.properati.com.ar/11yee_venta_ph_quilmes_patio_toilette_luminoso_garage_estrenar_re-max-sur
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5244368,-58.7185042",,,,,,60,,,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/108m8_venta_departamentos_san-miguel_balcon_toilette_vestidor_lujoso_garage_n-ledesma-propiedades
sell,apartment,|Argentina|Capital Federal|Villa del Parque|,"-34.6037137392,-58.3815808896",95568,USD,1449040.24,95568,0,40,,2389.2,,1,,http://villa-del-parque.properati.com.ar/xxca_venta_departamentos_villa-del-parque_balcon_luminoso_garage_estrenar_grupo-mega-pulvirenti
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|Manuel B Gonnet|,"-34.884364,-58.007984",,,,,,,,,,5,,http://manuel-b-gonnet-la-plata.properati.com.ar/10lp7_venta_casa_la-plata_balcon_lavadero_piscina_garage_re-max-impacto
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|Ranelagh|,"-34.7884156,-58.2056198",240000,USD,3638976,240000,177,177,1355.932203,1355.932203,,,,http://ranelagh.properati.com.ar/12qpe_venta_casa_ranelagh_suite_lavadero_luminoso_garage_aire-acondicionado_o-keefe-inmobiliaria-rural-y-urbana
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.621321,-58.3982505",175000,USD,2653420,175000,147,70,1190.47619,2500,,4,2300,http://san-cristobal.properati.com.ar/11q00_venta_departamentos_san-cristobal_lavadero_parrilla_patio_aire-acondicionado_yedro-propiedades-moreno
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|José C Paz|,"-34.5153479,-58.7937839",450000,ARS,448750.93,29596.3,,,,,,,,http://jose-c-paz-bs-as-g-b-a-zona-norte.properati.com.ar/w7yb_venta_casa_jose-c-paz
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Tortuguitas|,"-34.466186,-58.740899",40000,USD,606496,40000,,75,,533.3333333,,3,,http://tortuguitas.properati.com.ar/z4kk_venta_casa_malvinas-argentinas_re-max-concept
sell,house,|Argentina|Capital Federal|Belgrano|,"-34.5660323,-58.4633694",890000,USD,13494536,890000,420,420,2119.047619,2119.047619,,,,http://belgrano.properati.com.ar/rpxi_venta_casa_belgrano_zapiola_2100
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4434529,-58.5583058",85000,USD,1288804,85000,,,,,,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/kp87_venta_ph_san-fernando
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.649485,-58.575904",1200000,ARS,1196669.37,78923.48,,50,,24000,,2,,http://ramos-mejia.properati.com.ar/ywu7_venta_departamentos_la-matanza_balcon_gimnasio_jardin_lavadero_piscina_terraza_luminoso_lujoso_garage_amenities_placard_estrenar_re-max-oeste
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,95000,USD,1440428,95000,100,50,950,1900,,3,,http://ramos-mejia.properati.com.ar/11nwo_venta_ph_ramos-mejia_patio_placard_geniso-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,,75000,USD,1137180,75000,,28,,2678.571429,,1,,http://villa-luzuriaga.properati.com.ar/s6a3_venta_departamentos_la-matanza
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.563051,-58.440936",440000,USD,6671456,440000,,163,,2699.386503,,3,,http://belgrano.properati.com.ar/11e6m_venta_departamentos_palermo_balcon_baulera_suite_lavadero_toilette_vestidor_luminoso_lujoso_dependencias_placard_re-max-ayres-ii
sell,store,|Argentina|Capital Federal|Flores|,"-34.6340462,-58.4669247",73000,USD,1106855.2,73000,60,,1216.666667,,,,,http://flores.properati.com.ar/10gn9_venta_local_flores_sotano_desdemona-judith-moretti-negocios-inmobiliarios
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,124000,USD,1880137.6,124000,43,43,2883.72093,2883.72093,,2,,http://nordelta.properati.com.ar/12qld_venta_departamentos_nordelta_balcon_gimnasio_piscina_luminoso_electrogeno_garage_amenities_placard_jumerosky-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Rincón de Milberg|,"-34.4117049521,-58.6193122781",120000,USD,1819488,120000,40,34,3000,3529.411765,,1,,http://rincon-de-milberg.properati.com.ar/10gb0_venta_departamentos_rincon-de-milberg_balcon_gimnasio_jardin_parrilla_piscina_sum_terraza_luminoso_lujoso_garage_tenis_amenities_estrenar_fuentes-propiedades_ctf
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.400004986,-58.6384749413",1600000,USD,24259840,1600000,350,350,4571.428571,4571.428571,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/104cg_venta_casa_tigre_suite_lavadero_parrilla_piscina_toilette_vista_dependencias_garage_placard_aire-acondicionado_losa-radiante_bustamante-propiedades_be7
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6128267,-58.4384119",149000,USD,2259197.6,149000,78,0,1910.25641,,,3,750,http://caballito.properati.com.ar/11zq1_venta_departamentos_caballito_lavadero_terraza_dodorico-propieadades
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6031182,-58.4067285",300000,USD,4548720,300000,112,,2678.571429,,3,4,,http://balvanera.properati.com.ar/xga4_venta_departamentos_balvanera
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.5717001386,-58.5384884302",55000,USD,833932,55000,30,30,1833.333333,1833.333333,,2,500,http://general-san-martin-bs-as-g-b-a-zona-norte.properati.com.ar/y5xj_venta_departamentos_general-san-martin_placard_matticoli-inmobiliaria_cd2
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.636179,-58.439476",94000,USD,1425265.6,94000,,41,,2292.682927,,2,,http://caballito.properati.com.ar/yk4b_venta_departamentos_caballito_balcon_lavadero_parrilla_terraza_luminoso_electrogeno_garage_aire-acondicionado_estrenar_re-max-bur-oacute
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,150000,USD,2274360,150000,0,55,,2727.272727,,,,http://nordelta.properati.com.ar/zi1a_venta_departamentos_nordelta_0_gimnasio_terraza_amoblado_ramos-l-j-nordelta
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Lomas de Zamora|,"-34.7612007,-58.4053161",105000,USD,1592052,105000,48,45,2187.5,2333.333333,,2,1000,http://lomas-de-zamora.properati.com.ar/ow6r_venta_departamentos_lomas-de-zamora
sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.578362,-58.449633",195000,USD,2956668,195000,,87,,2241.37931,,2,,http://colegiales.properati.com.ar/11mzi_venta_departamentos_colegiales_gimnasio_jardin_lavadero_parrilla_piscina_sum_terraza_garage_amenities_estrenar_belgrano
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9415478612,-57.9680795226",125000,USD,1895300,125000,87,87,1436.781609,1436.781609,,4,,http://la-plata.properati.com.ar/10u3j_venta_casa_la-plata_jardin_quincho_dependencias_dacal-bienes-raices_ahb
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.6624575,-58.661985",83000,USD,1258479.2,83000,104,,798.0769231,,1,,,http://ituzaingo.properati.com.ar/yau8_venta_departamentos_ituzaingo_lavadero_matias-szpira-bienes-raices-ituzaingo
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.6133619,-58.38541",89000,USD,1349453.6,89000,0,28,,3178.571429,,1,600,http://san-cristobal.properati.com.ar/zutc_venta_departamentos_san-cristobal_balcon_lavadero_parrilla_patio_luminoso_garage_btc-propiedades_cr7
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,"-34.6340296,-58.5829956",47500,USD,720214,47500,42,32,1130.952381,1484.375,,,,http://villa-sarmiento.properati.com.ar/tymd_venta_departamentos_villa-sarmiento
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6085504575,-58.4506525716",145000,USD,2198548,145000,53,49,2735.849057,2959.183673,11,3,822,http://caballito.properati.com.ar/12elx_venta_departamentos_caballito_cucha-cucha_1168_piscina_luminoso_garage_amenities_bilardo-negocios-inmobiliarios_3lr
